city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Forest Hills,1038,garry.juarez@hotmail.com,Garry,Juarez,NULL,NY,670 Nut Swamp Drive ,11375
Liverpool,1039,bee.baker@aol.com,Bee,Baker,NULL,NY,307 E. Magnolia St. ,13090
Victoria,1040,shantae.hammond@hotmail.com,Shantae,Hammond,NULL,TX,526 Harvard Drive ,77904
Oswego,1041,bettye.espinoza@yahoo.com,Bettye,Espinoza,NULL,NY,76 Rockwell Street ,13126
Elmont,1042,larissa.hays@aol.com,Larissa,Hays,NULL,NY,66 2nd Drive ,11003
Fresh Meadows,1043,diane.jones@gmail.com,Diane,Jones,NULL,NY,859 Prince St. ,11365
Rosedale,1044,zenia.bruce@aol.com,Zenia,Bruce,NULL,NY,349 James Road ,11422
Vista,1045,pasquale.hogan@aol.com,Pasquale,Hogan,NULL,CA,403 Bank St. ,92083
Canandaigua,1046,dane.mcdaniel@hotmail.com,Dane,Mcdaniel,NULL,NY,891 Court Ave. ,14424
Elmhurst,1047,jamaal.baker@hotmail.com,Jamaal,Baker,NULL,NY,186 Big Rock Cove Ave. ,11373
Apple Valley,1048,ji.burt@hotmail.com,Ji,Burt,NULL,CA,40 S. Roberts Street ,92307
Clifton Park,1049,marcelino.mcbride@hotmail.com,Marcelino,Mcbride,NULL,NY,29 Oxford Ave. ,12065
Shirley,1050,rozella.fitzgerald@yahoo.com,Rozella,Fitzgerald,NULL,NY,7795 Myers Ave. ,11967
Huntington Station,1051,tonisha.fowler@msn.com,Tonisha,Fowler,NULL,NY,9270 Valley View Lane ,11746
Sacramento,1052,zora.ford@gmail.com,Zora,Ford,(916) 192-3196,CA,7416 La Sierra Dr. ,95820
Mahopac,1053,parthenia.figueroa@msn.com,Parthenia,Figueroa,NULL,NY,550 Theatre Dr. ,10541
Garland,1054,arielle.levine@yahoo.com,Arielle,Levine,NULL,TX,7100 High Ridge St. ,75043
Maspeth,1055,hildegarde.christensen@hotmail.com,Hildegarde,Christensen,NULL,NY,488 East Mill Pond Ave. ,11378
Mount Vernon,1056,rebbecca.espinoza@hotmail.com,Rebbecca,Espinoza,NULL,NY,8266 Valley Farms Road ,10550
Mount Vernon,1057,conchita.boone@gmail.com,Conchita,Boone,NULL,NY,814 Birchpond Lane ,10550
Webster,1058,aisha.woods@gmail.com,Aisha,Woods,NULL,NY,9292 Bear Hill Ave. ,14580
East Northport,1059,season.harvey@yahoo.com,Season,Harvey,NULL,NY,388 Arnold Court ,11731
Lancaster,1060,tommie.cooley@yahoo.com,Tommie,Cooley,(717) 634-4113,NY,92 Hickory St. ,14086
Euless,1061,alanna.barry@yahoo.com,Alanna,Barry,NULL,TX,33 Laurel Avenue ,76039
Carmel,1062,jerri.guthrie@msn.com,Jerri,Guthrie,NULL,NY,95 Sugar Dr. ,10512
Lake Jackson,1063,tammy.austin@yahoo.com,Tammy,Austin,NULL,TX,182 Stillwater Ave. ,77566
Rowlett,1064,patsy.russo@gmail.com,Patsy,Russo,NULL,TX,8438 Fairway Avenue ,75088
San Lorenzo,1065,desiree.branch@msn.com,Desiree,Branch,NULL,CA,67 Bayport Drive ,94580
Anaheim,1066,raeann.duncan@aol.com,Raeann,Duncan,(657) 256-2008,CA,126 Edgewood St. ,92806
Rego Park,1067,lillia.gillespie@hotmail.com,Lillia,Gillespie,NULL,NY,382 Cardinal Dr. ,11374
Duarte,1068,doris.kaufman@gmail.com,Doris,Kaufman,NULL,CA,69 Fairground Dr. ,91010
Shirley,1069,rodolfo.buck@gmail.com,Rodolfo,Buck,NULL,NY,8359 Brewery Street ,11967
Oakland Gardens,1070,olimpia.mays@aol.com,Olimpia,Mays,NULL,NY,42 Nichols Lane ,11364
Pomona,1071,shemeka.lyons@msn.com,Shemeka,Lyons,NULL,CA,97 South Jockey Hollow St. ,91768
Richardson,1072,maryalice.henry@msn.com,Maryalice,Henry,NULL,TX,85 Prince Street ,75080
Bayside,1073,leeanne.cross@yahoo.com,Leeanne,Cross,NULL,NY,424 Newcastle Road ,11361
Floral Park,1074,lanelle.guerra@yahoo.com,Lanelle,Guerra,NULL,NY,989 Wrangler St. ,11001
Huntington Station,1075,dann.huff@gmail.com,Dann,Huff,NULL,NY,475 S. Rockville St. ,11746
Vista,1076,sherise.mercer@gmail.com,Sherise,Mercer,NULL,CA,9401 Catherine Dr. ,92083
Sunnyside,1077,heather.perry@gmail.com,Heather,Perry,NULL,NY,982 Durham Street ,11104
Forest Hills,1078,theresia.barron@aol.com,Theresia,Barron,NULL,NY,951 Wild Rose Street ,11375
Floral Park,1079,cindi.ellis@yahoo.com,Cindi,Ellis,NULL,NY,6 Cypress Lane ,11001
Longview,1080,mirella.duffy@yahoo.com,Mirella,Duffy,NULL,TX,43 University Ave. ,75604
New Rochelle,1081,carson.macias@gmail.com,Carson,Macias,NULL,NY,7 Pennington St. ,10801
Long Beach,1082,divina.madden@gmail.com,Divina,Madden,(562) 264-3998,NY,7314 Armstrong St. ,11561
Wantagh,1083,cher.alston@msn.com,Cher,Alston,NULL,NY,38 Wild Horse Road ,11793
Franklin Square,1084,regine.odom@msn.com,Regine,Odom,NULL,NY,684 N. Mayfield Ave. ,11010
Central Islip,1085,adam.thornton@hotmail.com,Adam,Thornton,NULL,NY,755 East Henry Lane ,11722
Jamaica,1086,cori.schwartz@msn.com,Cori,Schwartz,NULL,NY,43 Lancaster Lane ,11432
Pleasanton,1087,willow.gardner@gmail.com,Willow,Gardner,NULL,CA,57 S. Lakewood Dr. ,94566
Apple Valley,1088,jane.henderson@hotmail.com,Jane,Henderson,NULL,CA,46 Carson Drive ,92307
Orchard Park,1089,chere.mcfadden@yahoo.com,Chere,Mcfadden,NULL,NY,695 San Pablo Drive ,14127
Port Jefferson Station,1090,ira.erickson@aol.com,Ira,Erickson,NULL,NY,6 Lake Forest St. ,11776
Rocklin,1091,risa.gallagher@yahoo.com,Risa,Gallagher,NULL,CA,8281 Edgefield Drive ,95677
East Northport,1092,lavinia.cotton@yahoo.com,Lavinia,Cotton,NULL,NY,7485 Bridle Street ,11731
Deer Park,1093,alejandrina.hodges@msn.com,Alejandrina,Hodges,NULL,NY,7598 Shadow Brook St. ,11729
Lindenhurst,1094,keitha.black@yahoo.com,Keitha,Black,NULL,NY,7670 Hilldale Ave. ,11757
Rego Park,1095,corene.swanson@aol.com,Corene,Swanson,NULL,NY,597 Lakeshore Lane ,11374
Baldwinsville,1096,tonda.webb@yahoo.com,Tonda,Webb,NULL,NY,53 SW. Edgemont Rd. ,13027
San Pablo,1097,collen.dennis@gmail.com,Collen,Dennis,NULL,CA,284 E. Mill Street ,94806
Rockville Centre,1098,treasa.dickerson@hotmail.com,Treasa,Dickerson,NULL,NY,70 W. Creekside Road ,11570
Jackson Heights,1099,jewell.reyes@hotmail.com,Jewell,Reyes,NULL,NY,8711 Glen Creek Drive ,11372
Ballston Spa,1100,penny.acevedo@yahoo.com,Penny,Acevedo,NULL,NY,318 Mulberry Drive ,12020
Depew,1101,louise.flowers@yahoo.com,Louise,Flowers,NULL,NY,28 N. Gregory Court ,14043
Fort Worth,1102,henrietta.wagner@hotmail.com,Henrietta,Wagner,(682) 143-2224,TX,54 Brickyard St. ,76110
Canyon Country,1103,ardelia.cooley@aol.com,Ardelia,Cooley,NULL,CA,59 Henry Smith St. ,91387
Spring Valley,1104,khalilah.robertson@aol.com,Khalilah,Robertson,NULL,NY,22 Longbranch Rd. ,10977
Richardson,1105,armando.black@gmail.com,Armando,Black,NULL,TX,8611 N. Poor House St. ,75080
Spring Valley,1106,jerri.henry@msn.com,Jerri,Henry,NULL,NY,141 N. Purple Finch Avenue ,10977
Saratoga Springs,1107,lynda.newman@msn.com,Lynda,Newman,NULL,NY,44 SW. Thomas Ave. ,12866
Desoto,1108,bao.wade@gmail.com,Bao,Wade,NULL,TX,7587 Church St. ,75115
Deer Park,1109,gussie.harding@gmail.com,Gussie,Harding,NULL,NY,41 Edgefield Avenue ,11729
West Hempstead,1110,shirely.cantrell@aol.com,Shirely,Cantrell,NULL,NY,6 Kent Street ,11552
Richardson,1111,caroline.jenkins@msn.com,Caroline,Jenkins,NULL,TX,86 River Lane ,75080
Massapequa,1112,hollis.rasmussen@yahoo.com,Hollis,Rasmussen,NULL,NY,8949 S. Gates Road ,11758
Jamestown,1113,kendra.harrington@yahoo.com,Kendra,Harrington,NULL,NY,768 Cooper Street ,14701
Albany,1114,douglass.blankenship@hotmail.com,Douglass,Blankenship,(229) 891-2087,NY,409 W. Rock Maple Lane ,12203
Glen Cove,1115,lina.meadows@aol.com,Lina,Meadows,NULL,NY,7020 Ashley Rd. ,11542
Astoria,1116,patria.harper@msn.com,Patria,Harper,NULL,NY,90 Arlington St. ,11102
Rosedale,1117,jeffrey.hill@gmail.com,Jeffrey,Hill,NULL,NY,2 Shub Farm St. ,11422
Canyon Country,1118,ja.dillard@yahoo.com,Ja,Dillard,NULL,CA,25 Orchard St. ,91387
Monsey,1119,tora.dunlap@hotmail.com,Tora,Dunlap,NULL,NY,9903 North Halifax Ave. ,10952
East Northport,1120,karole.alvarez@gmail.com,Karole,Alvarez,NULL,NY,69 Woodland St. ,11731
Yorktown Heights,1121,shasta.combs@yahoo.com,Shasta,Combs,NULL,NY,726 James Dr. ,10598
Massapequa Park,1122,cicely.deleon@yahoo.com,Cicely,Deleon,NULL,NY,751 Newbridge Ave. ,11762
Fairport,1123,raphael.o'neil@aol.com,Raphael,O'neil,NULL,NY,762 East Lantern Dr. ,14450
Amityville,1124,hubert.reilly@hotmail.com,Hubert,Reilly,NULL,NY,9004 N. Lake Rd. ,11701
Pleasanton,1125,caleb.england@gmail.com,Caleb,England,NULL,CA,649 Marvon St. ,94566
Spring Valley,1126,elmira.levy@gmail.com,Elmira,Levy,NULL,NY,6 Columbia Dr. ,10977
Queensbury,1127,waldo.hart@yahoo.com,Waldo,Hart,NULL,NY,9782 Pineknoll Lane ,12804
Mahopac,1128,bea.kane@aol.com,Bea,Kane,NULL,NY,398 Green Lake Ave. ,10541
Woodside,1129,gilberto.sanders@hotmail.com,Gilberto,Sanders,NULL,NY,186 Roehampton Ave. ,11377
Elmont,1130,benny.bender@aol.com,Benny,Bender,NULL,NY,520 W. Hamilton St. ,11003
Mount Vernon,1131,desmond.rose@hotmail.com,Desmond,Rose,NULL,NY,9956 Lexington Rd. ,10550
Ithaca,1132,parthenia.holman@gmail.com,Parthenia,Holman,NULL,NY,17 Orange Court ,14850
West Islip,1133,dung.king@aol.com,Dung,King,NULL,NY,523 Prairie St. ,11795
Desoto,1134,sherril.alvarado@hotmail.com,Sherril,Alvarado,NULL,TX,9434 Cypress Court ,75115
Garland,1135,alisia.albert@gmail.com,Alisia,Albert,NULL,TX,9490 Coffee St. ,75043
Rochester,1136,kallie.best@aol.com,Kallie,Best,(507) 997-4112,NY,9842 Fairview St. ,14606
Port Washington,1137,dottie.roberts@aol.com,Dottie,Roberts,NULL,NY,8252 Theatre St. ,11050
Ridgecrest,1138,hubert.stone@hotmail.com,Hubert,Stone,NULL,CA,203 Penn St. ,93555
Mount Vernon,1139,gabriella.jones@hotmail.com,Gabriella,Jones,NULL,NY,9100 Gates Ave. ,10550
Liverpool,1140,penney.hall@msn.com,Penney,Hall,NULL,NY,8306 Jockey Hollow Street ,13090
Newburgh,1141,mallie.osborn@gmail.com,Mallie,Osborn,NULL,NY,9022 Bridgeton St. ,12550
Pittsford,1142,britteny.schroeder@aol.com,Britteny,Schroeder,NULL,NY,855 Bohemia Dr. ,14534
Tonawanda,1143,sommer.hopkins@gmail.com,Sommer,Hopkins,NULL,NY,827 Laurel Ave. ,14150
Oakland Gardens,1144,jewel.sparks@aol.com,Jewel,Sparks,NULL,NY,12 Vine Road ,11364
Yonkers,1145,deandrea.vega@gmail.com,Deandrea,Vega,(914) 818-7312,NY,613 Mill Pond St. ,10701
Saint Albans,1146,charlsie.carson@hotmail.com,Charlsie,Carson,NULL,NY,3 South Grant Avenue ,11412
Santa Monica,1147,kandace.ayers@gmail.com,Kandace,Ayers,NULL,CA,9005 Lookout Lane ,90403
Spring Valley,1148,lenore.valdez@msn.com,Lenore,Valdez,NULL,NY,829 Birchpond Street ,10977
Santa Clara,1149,drucilla.gilliam@hotmail.com,Drucilla,Gilliam,NULL,CA,8257 E. Westminster Ave. ,95050
Corpus Christi,1150,keturah.reid@yahoo.com,Keturah,Reid,(361) 394-2024,TX,747 SE. Beech Ave. ,78418
Centereach,1151,herminia.reyes@gmail.com,Herminia,Reyes,NULL,NY,782 Stonybrook Street ,11720
South El Monte,1152,tuyet.rosa@aol.com,Tuyet,Rosa,NULL,CA,9038 Golden Star Street ,91733
San Carlos,1153,ara.vazquez@msn.com,Ara,Vazquez,NULL,CA,343 2nd Court ,94070
Auburn,1154,barry.albert@gmail.com,Barry,Albert,NULL,NY,13 Grand St. ,13021
Far Rockaway,1155,verdell.joyner@aol.com,Verdell,Joyner,NULL,NY,9191 Sierra St. ,11691
Howard Beach,1156,han.wade@hotmail.com,Han,Wade,NULL,NY,587 Sulphur Springs St. ,11414
Buffalo,1157,anton.barton@msn.com,Anton,Barton,(716) 472-3707,NY,7284 East Indian Spring Rd. ,14215
Canandaigua,1158,vito.pickett@hotmail.com,Vito,Pickett,NULL,NY,93 High Point Street ,14424
Syosset,1159,charlene.norris@msn.com,Charlene,Norris,NULL,NY,972 South Sierra Drive ,11791
Euless,1160,efren.whitfield@gmail.com,Efren,Whitfield,NULL,TX,139 Union Rd. ,76039
Valley Stream,1161,santa.larson@gmail.com,Santa,Larson,NULL,NY,5 Bellevue Dr. ,11580
Ithaca,1162,carmelina.sellers@hotmail.com,Carmelina,Sellers,NULL,NY,12 Race St. ,14850
Lawndale,1163,carmela.hays@aol.com,Carmela,Hays,NULL,CA,149 Pennington Ave. ,90260
Scarsdale,1164,patrina.tanner@gmail.com,Patrina,Tanner,NULL,NY,7136 Selby Road ,10583
Fort Worth,1165,rikki.morrow@hotmail.com,Rikki,Morrow,(682) 936-1482,TX,7096 Plumb Branch Road ,76110
Bay Shore,1166,junita.reese@gmail.com,Junita,Reese,NULL,NY,8773 North Walt Whitman Court ,11706
Nanuet,1167,ryan.carter@yahoo.com,Ryan,Carter,NULL,NY,8684 Studebaker Road ,10954
Sunnyside,1168,almeta.benjamin@aol.com,Almeta,Benjamin,NULL,NY,8456 Oakwood St. ,11104
Spring Valley,1169,beatris.joyner@gmail.com,Beatris,Joyner,NULL,NY,7463 Gonzales Rd. ,10977
Richmond Hill,1170,mechelle.chan@gmail.com,Mechelle,Chan,NULL,NY,458 Overlook Street ,11418
Rome,1171,earlean.pena@yahoo.com,Earlean,Pena,NULL,NY,7698 Fulton St. ,13440
Pittsford,1172,katherin.clark@yahoo.com,Katherin,Clark,NULL,NY,996 Iroquois Street ,14534
Garden City,1173,chanel.may@msn.com,Chanel,May,NULL,NY,806 Saxton Court ,11530
Yonkers,1174,aaron.knapp@yahoo.com,Aaron,Knapp,(914) 402-4335,NY,807 Grandrose Ave. ,10701
Pomona,1175,sindy.anderson@gmail.com,Sindy,Anderson,NULL,CA,543 Halifax Ave. ,91768
Queensbury,1176,sheree.blanchard@gmail.com,Sheree,Blanchard,NULL,NY,41 Glenwood Ave. ,12804
Poughkeepsie,1177,charlesetta.soto@yahoo.com,Charlesetta,Soto,NULL,NY,25 South Colonial Drive ,12601
Oxnard,1178,wendie.nash@hotmail.com,Wendie,Nash,(805) 389-2549,CA,9 South Road ,93035
Brooklyn,1179,vernetta.banks@aol.com,Vernetta,Banks,NULL,NY,7633 Albany St. ,11201
Farmingdale,1180,myrtle.gardner@aol.com,Myrtle,Gardner,NULL,NY,303 Creekside Street ,11735
Brooklyn,1181,agustina.lawrence@yahoo.com,Agustina,Lawrence,NULL,NY,9347 Delaware Ave. ,11201
Ronkonkoma,1182,trinidad.chapman@aol.com,Trinidad,Chapman,NULL,NY,7371 Glen Eagles Street ,11779
Merrick,1183,kim.clark@msn.com,Kim,Clark,NULL,NY,19 Liberty St. ,11566
Spring Valley,1184,annabelle.hebert@aol.com,Annabelle,Hebert,NULL,NY,9745 Nicolls Lane ,10977
Clifton Park,1185,corine.stuart@msn.com,Corine,Stuart,NULL,NY,5 Penn Street ,12065
San Carlos,1186,kiesha.bond@aol.com,Kiesha,Bond,NULL,CA,29 Marvon St. ,94070
Flushing,1187,kenyetta.mason@msn.com,Kenyetta,Mason,NULL,NY,98 Poplar Ave. ,11354
Yonkers,1188,marcene.curtis@msn.com,Marcene,Curtis,(914) 361-6045,NY,7699 Illinois Lane ,10701
Uniondale,1189,sheila.goodman@msn.com,Sheila,Goodman,NULL,NY,9586 Chestnut St. ,11553
Port Jefferson Station,1190,romeo.steele@msn.com,Romeo,Steele,NULL,NY,162 Crescent Lane ,11776
Rochester,1191,tam.fisher@aol.com,Tam,Fisher,(507) 351-9375,NY,8000 Woodsman Lane ,14606
Desoto,1192,gena.owens@gmail.com,Gena,Owens,NULL,TX,43 Buckingham St. ,75115
South Ozone Park,1193,phebe.soto@hotmail.com,Phebe,Soto,NULL,NY,9239 Leatherwood Rd. ,11420
Pittsford,1194,leticia.snyder@yahoo.com,Leticia,Snyder,NULL,NY,173 Lyme Dr. ,14534
Buffalo,1195,chantell.bridges@yahoo.com,Chantell,Bridges,(716) 941-6072,NY,8478 N. Wrangler Dr. ,14215
Patchogue,1196,ileana.holt@msn.com,Ileana,Holt,NULL,NY,817 Adams St. ,11772
Port Washington,1197,nakisha.clay@gmail.com,Nakisha,Clay,NULL,NY,8996 Beechwood Ave. ,11050
Brooklyn,1198,cheryll.snyder@yahoo.com,Cheryll,Snyder,NULL,NY,77 E. Liberty St. ,11201
North Tonawanda,1199,consuela.collier@msn.com,Consuela,Collier,NULL,NY,338 S. Holly Avenue ,14120
Port Washington,1200,aubrey.durham@aol.com,Aubrey,Durham,NULL,NY,14 Foster Ave. ,11050
Port Chester,1201,nita.guy@hotmail.com,Nita,Guy,NULL,NY,75 Academy Street ,10573
Banning,1202,carmina.emerson@hotmail.com,Carmina,Emerson,NULL,CA,7137 Monroe Road ,92220
Desoto,1203,georgeann.rojas@msn.com,Georgeann,Rojas,NULL,TX,691 Devon Ave. ,75115
Saratoga Springs,1204,leslie.higgins@hotmail.com,Leslie,Higgins,NULL,NY,805 Logan Ave. ,12866
Mount Vernon,1205,emmaline.huber@gmail.com,Emmaline,Huber,NULL,NY,7975 Harrison Rd. ,10550
Hollis,1206,mercy.brown@msn.com,Mercy,Brown,NULL,NY,8207 Central Street ,11423
Brentwood,1207,jenell.crosby@hotmail.com,Jenell,Crosby,(631) 544-4772,NY,507 Fulton Street ,11717
Carmel,1208,leila.barr@yahoo.com,Leila,Barr,NULL,NY,120 Fremont Rd. ,10512
Huntington,1209,deandrea.cox@msn.com,Deandrea,Cox,NULL,NY,617 Sycamore Street ,11743
Woodside,1210,shawnna.frank@hotmail.com,Shawnna,Frank,NULL,NY,17 NW. Cottage Lane ,11377
Niagara Falls,1211,brenton.whitaker@gmail.com,Brenton,Whitaker,NULL,NY,25 Elmwood Rd. ,14304
Huntington Station,1212,jaqueline.cummings@hotmail.com,Jaqueline,Cummings,NULL,NY,478 Wrangler St. ,11746
San Angelo,1213,yang.giles@gmail.com,Yang,Giles,NULL,TX,25 Bridle Lane ,76901
Santa Clara,1214,brigid.sharp@hotmail.com,Brigid,Sharp,NULL,CA,495 Sleepy Hollow Court ,95050
Rockville Centre,1215,karl.stephens@gmail.com,Karl,Stephens,NULL,NY,208 Thatcher Rd. ,11570
Pleasanton,1216,elvina.gates@hotmail.com,Elvina,Gates,NULL,CA,112 Smith St. ,94566
Yonkers,1217,carlie.terrell@yahoo.com,Carlie,Terrell,(914) 517-8036,NY,7437 Snake Hill Road ,10701
Oakland,1218,donovan.cantrell@msn.com,Donovan,Cantrell,(510) 624-3824,CA,601 Winchester Dr. ,94603
Shirley,1219,alden.atkinson@gmail.com,Alden,Atkinson,NULL,NY,46 Valley St. ,11967
Huntington Station,1220,carissa.cross@yahoo.com,Carissa,Cross,NULL,NY,9335 West Main Dr. ,11746
Apple Valley,1221,joy.underwood@gmail.com,Joy,Underwood,NULL,CA,7297 Armstrong Dr. ,92307
Flushing,1222,geraldine.o'donnell@hotmail.com,Geraldine,O'donnell,NULL,NY,8241 Lookout Rd. ,11354
New Windsor,1223,bronwyn.vargas@msn.com,Bronwyn,Vargas,NULL,NY,35 James Street ,12553
Harlingen,1224,abram.copeland@gmail.com,Abram,Copeland,NULL,TX,9782 Indian Spring Lane ,78552
Los Banos,1225,mellisa.griffin@msn.com,Mellisa,Griffin,NULL,CA,49 Alton Circle ,93635
East Northport,1226,qiana.jackson@gmail.com,Qiana,Jackson,NULL,NY,56 Galvin Street ,11731
Troy,1227,magali.dixon@msn.com,Magali,Dixon,(248) 279-5331,NY,815 Del Monte Court ,12180
Oakland,1228,zulema.clemons@aol.com,Zulema,Clemons,(510) 565-8496,CA,75 W. Howard St. ,94603
Wappingers Falls,1229,carina.lynch@gmail.com,Carina,Lynch,NULL,NY,64 Jennings Road ,12590
Desoto,1230,jesus.burch@hotmail.com,Jesus,Burch,NULL,TX,7024 Squaw Creek Street ,75115
Campbell,1231,selene.vega@gmail.com,Selene,Vega,NULL,CA,11 Sierra St. ,95008
Bethpage,1232,jong.guthrie@hotmail.com,Jong,Guthrie,NULL,NY,889 Leatherwood Drive ,11714
Vista,1233,lise.hebert@gmail.com,Lise,Hebert,NULL,CA,140 East Broad Lane ,92083
Ossining,1234,joshua.berg@hotmail.com,Joshua,Berg,NULL,NY,16 East St. ,10562
Endicott,1235,georgina.gonzales@yahoo.com,Georgina,Gonzales,NULL,NY,307 Chapel St. ,13760
Mount Vernon,1236,rudolph.velez@yahoo.com,Rudolph,Velez,NULL,NY,9397 Pleasant Drive ,10550
Bethpage,1237,luke.kramer@hotmail.com,Luke,Kramer,NULL,NY,7955 Delaware Drive ,11714
Harlingen,1238,edgar.quinn@aol.com,Edgar,Quinn,NULL,TX,556 Dogwood Ave. ,78552
Lindenhurst,1239,tara.maynard@hotmail.com,Tara,Maynard,NULL,NY,9375 Fordham Street ,11757
Duarte,1240,bella.perez@msn.com,Bella,Perez,NULL,CA,43 Green Lake Street ,91010
Rome,1241,nathaniel.davidson@hotmail.com,Nathaniel,Davidson,NULL,NY,7476 Henry Smith Street ,13440
Franklin Square,1242,chauncey.donaldson@aol.com,Chauncey,Donaldson,NULL,NY,7412 Golf Ave. ,11010
Floral Park,1243,heide.reed@yahoo.com,Heide,Reed,NULL,NY,9174 Coffee Drive ,11001
Depew,1244,trang.hardin@yahoo.com,Trang,Hardin,NULL,NY,9255 Myers Drive ,14043
Long Beach,1245,gabriela.warren@aol.com,Gabriela,Warren,(562) 986-2247,NY,9947 Brewery Ave. ,11561
Kingston,1246,dale.rasmussen@aol.com,Dale,Rasmussen,NULL,NY,8590 Adams Street ,12401
Massapequa,1247,tammie.cherry@hotmail.com,Tammie,Cherry,NULL,NY,791 Wakehurst Dr. ,11758
Port Jefferson Station,1248,bethany.herring@yahoo.com,Bethany,Herring,NULL,NY,7563 High Point Street ,11776
Ridgecrest,1249,barbra.dickerson@gmail.com,Barbra,Dickerson,NULL,CA,8424 E. Rockcrest Dr. ,93555
Mount Vernon,1250,neoma.daugherty@gmail.com,Neoma,Daugherty,NULL,NY,80 Spring Street ,10550
Glendora,1251,nanette.roman@yahoo.com,Nanette,Roman,NULL,CA,8254 North Riverview Street ,91740
Plainview,1252,adriene.rollins@msn.com,Adriene,Rollins,NULL,NY,55 Cambridge Street ,11803
Far Rockaway,1253,susannah.fields@hotmail.com,Susannah,Fields,NULL,NY,17 Railroad Street ,11691
Canyon Country,1254,dung.reid@msn.com,Dung,Reid,NULL,CA,468 West Washington Ave. ,91387
Ithaca,1255,ben.stone@gmail.com,Ben,Stone,NULL,NY,8855 University St. ,14850
Ronkonkoma,1256,nubia.anderson@aol.com,Nubia,Anderson,NULL,NY,584 NW. Hilldale Drive ,11779
Webster,1257,rosamaria.meyer@yahoo.com,Rosamaria,Meyer,NULL,NY,446 Elizabeth St. ,14580
Bay Shore,1258,todd.waters@yahoo.com,Todd,Waters,NULL,NY,92 Cedar Swamp Street ,11706
San Carlos,1259,kimbery.nieves@msn.com,Kimbery,Nieves,NULL,CA,768 Roehampton St. ,94070
Schenectady,1260,phuong.wolf@yahoo.com,Phuong,Wolf,NULL,NY,7765 N. Annadale Dr. ,12302
San Pablo,1261,adelaida.hancock@aol.com,Adelaida,Hancock,NULL,CA,669 S. Gartner Street ,94806
San Pablo,1262,brianne.hays@gmail.com,Brianne,Hays,NULL,CA,88 Tailwater Ave. ,94806
New Hyde Park,1263,rufina.chandler@aol.com,Rufina,Chandler,NULL,NY,7985 Alderwood Street ,11040
Brentwood,1264,devin.velazquez@aol.com,Devin,Velazquez,(631) 254-8497,NY,61 Redwood St. ,11717
Endicott,1265,bonita.marshall@msn.com,Bonita,Marshall,NULL,NY,48 Bald Hill Drive ,13760
Garland,1266,myrl.gay@hotmail.com,Myrl,Gay,NULL,TX,8708 Taylor Lane ,75043
Ronkonkoma,1267,earline.gordon@gmail.com,Earline,Gordon,NULL,NY,81 Railroad Drive ,11779
Kingston,1268,sung.chambers@gmail.com,Sung,Chambers,NULL,NY,369 N. Virginia Street ,12401
Port Washington,1269,gustavo.gamble@msn.com,Gustavo,Gamble,NULL,NY,8054 W. Meadowbrook Street ,11050
Orchard Park,1270,ciera.webb@yahoo.com,Ciera,Webb,NULL,NY,958 Anderson Ave. ,14127
Pomona,1271,roy.chan@hotmail.com,Roy,Chan,NULL,CA,7578 Middle River St. ,91768
Fullerton,1272,houston.vasquez@msn.com,Houston,Vasquez,NULL,CA,845 Aspen Street ,92831
Oswego,1273,cheree.hale@yahoo.com,Cheree,Hale,NULL,NY,95 Lyme Avenue ,13126
Newburgh,1274,odette.moses@gmail.com,Odette,Moses,NULL,NY,899 Overlook Lane ,12550
Los Banos,1275,lenita.bonner@aol.com,Lenita,Bonner,NULL,CA,7286 Swanson Drive ,93635
Apple Valley,1276,shona.mcmillan@msn.com,Shona,Mcmillan,NULL,CA,57 West Maple Dr. ,92307
Coram,1277,piedad.irwin@hotmail.com,Piedad,Irwin,NULL,NY,581 Garden St. ,11727
Jackson Heights,1278,loan.graham@yahoo.com,Loan,Graham,NULL,NY,57 Glen Eagles St. ,11372
Canandaigua,1279,stan.saunders@yahoo.com,Stan,Saunders,NULL,NY,407 Essex Dr. ,14424
Wappingers Falls,1280,jackeline.colon@msn.com,Jackeline,Colon,NULL,NY,9916 Cedarwood Drive ,12590
Woodside,1281,marlen.dawson@msn.com,Marlen,Dawson,NULL,NY,67 Oak Valley Street ,11377
New City,1282,alexis.mack@aol.com,Alexis,Mack,(845) 707-6088,NY,7767 Sutor Ave. ,10956
Hopewell Junction,1283,mica.barry@yahoo.com,Mica,Barry,NULL,NY,3 SE. Sugar St. ,12533
Brooklyn,1284,shanice.spears@msn.com,Shanice,Spears,NULL,NY,5 Piper Ave. ,11201
Glendora,1285,garth.huff@yahoo.com,Garth,Huff,NULL,CA,794 East University St. ,91740
Pleasanton,1286,dione.pratt@msn.com,Dione,Pratt,NULL,CA,864 Winding Way St. ,94566
Astoria,1287,victor.pittman@aol.com,Victor,Pittman,NULL,NY,9294 Devon Dr. ,11102
Lawndale,1288,allie.conley@msn.com,Allie,Conley,NULL,CA,96 High Point Road ,90260
Bethpage,1289,shanelle.anderson@yahoo.com,Shanelle,Anderson,NULL,NY,646 Surrey Street ,11714
South Richmond Hill,1290,minnie.compton@gmail.com,Minnie,Compton,NULL,NY,185 Hudson Street ,11419
Monsey,1291,shiloh.bates@msn.com,Shiloh,Bates,NULL,NY,15 Wellington Dr. ,10952
